,uid,scenario,label
533,8042,not letting my sister move in,-1
534,8045,treating my mother with zero respect,-1
535,8041,not letting my kid's dad come see her when she has the flu,-1
536,5767,fixing my own train station I made in minecraft when my friend redesigned the whole thing,0
537,5772,telling my parents that they're embarrassing and pushy,-1
538,5771,distancing myself from my best friend,-1
539,5766,not wanting to help my severely handicapped mom anymore,-1
540,5768,not going to my parent's second wedding,-1
541,5773,admitting to my gf that I don't have faith in our 3-year relationship when got asked by her,-1
542,5770,telling my boyfriend's mother that her house is gross,0
543,5764,not messaging my gf for a week,-1
544,8057,not bringing my wife her wallet,-1
545,8048,breaking up with my depressed girlfriend,-1
546,8050,not wanting my dad to live with me,-1
547,8058,being mad that my best friend kicked me out of my his life because he was too in love with me,-1
548,8053,ending a 12 year friendship over being unreliable,-1
549,8056,taking the belongings of a couple homeless men,-1
550,8052,cremating my dad,0
551,8059,telling my friend he needs to stop feeling sorry for himself,1
552,8067,calling someone's mom on them for driving under the influence,0
553,8069,starting refusing to help my girlfriend's mother,-1
554,8061,giving up on my mom,-1
555,8064,throwing my friends under the bus,-1
556,8065,not interacting with my dad and grandma,-1
557,8066,"not taking my mom to Orlando, which is one hour away on a good day, to go thrift store shopping",-1
558,8062,not helping with an assignment,-1
559,8068,getting a puppy,1
560,8084,making someone use there holiday to grieve over there mothers death,-1
561,8071,not wanting to drive my gfs drunk parents,-1
562,8080,getting mad at my mom for forcing me to talk to my dad who disowned me,-1
563,8081,getting in Heated Argument with elderly parents,-1
564,8074,thinking my ex-roommate should help clean my apartment,-1
565,8077,"not enjoying my Dad's company, dispite him being an a grade parent",-1
566,8075,helping my customer,1
567,5794,not flushing my half dead fish,0
568,5799,being frustrated that my GF won't seek mental health help,1
569,5800,not letting a fwb stay with me until she gets back on her feet,-1
570,5793,leaving my dads gloves in my car,0
571,5801,wanting to volunteer at a hockey game rather than be with my mom,-1
572,5796,cleaning up our kitchen counter-top,1
573,5798,always yelling back at my parents,-1
574,5795,not shoveling my neighbours driveway/parking my car so they have to,-1
575,5806,not wanting to be friends with an annoying person who has no other friends,-1
576,5808,dropping my friend of over 10 years because she wasn't there for me,-1
577,5807,trying to counter a suicide threat from an abusive parent,0
578,5810,wanting my fiancè to help me with my anger issues,1
579,5802,trying to force my ex-wife to get an abortion,-1
580,5812,not going for a girl that was giving me obvious signs,-1
581,5813,not believing my mom when she says she's not homophobic,-1
582,5805,not wanting to do household chores,-1
583,5814,complaining to pay an extra $2 for a ride at the pier for my so,-1
584,5823,not maintaining a relationship with my birth mother,-1
585,5819,saying that a mildly offensive joke is basically harmless,-1
586,5815,quitting the job my parents need me for and moving out,-1
587,5821,not going to visit my girlfriend,-1
588,5816,setting my asshole boss up for a fall,-1
589,3592,not being friendly to my neighbor,-1
590,3601,telling my dad not to be racist,1
591,3594,helping a nosy lady access a dead woman's cell phone,-1
592,3593,threatening my dad with theft,-1
593,3598,surrendering my old roommates cat,0
594,3595,refusing to acknowledge my boyfriends two best friends or allow them around our child,-1
595,3596,ignoring my mom/disobeying her because she lied to me,-1
596,3597,not inviting my brother to a trip I'm taking with my girlfriend and parents,-1
597,8120,yelling at my mom and saying I'm not her retirement fund,-1
598,8131,not wanting to reconcile with father,-1
599,8125,being upset about how my dad uses his battle buddies death for favors,-1
600,8127,holding a Long Grudge against my mom,-1
601,8122,not driving my boyfriend to work,0
602,8129,cutting contact from my parents,-1
603,8123,snapping back at my parents,-1
604,8126,saying if my mother gets sick its not my problem,-1
605,5840,breaking my friends tv and refusing to buy a brand new replacement,-1
606,5839,neglecting to help my girlfriend with her mental health issues in order to stop triggering my own mental health issues,-1
607,5838,telling my best friend that he will most definitely fail a course,-1
608,5836,being annoyed at the fact the my dad doesn't seem to appreciate all I do around the house,-1
609,5834,asking my mother to leave my room,0
610,5837,making my parents pay for my dental treatment/surgery,-1
611,5833,expecting my dad to pay for our family vacation,0
612,5832,"hanging out in a video chat room, even though I'm married",-1
613,5851,getting mad at my gf for cancelling a vacation,-1
614,5842,ditching my friend and cutting ties,-1
615,5841,resenting my mother for needing financial support,-1
616,5843,siding with my husband,0
617,5844,cutting off a friend,-1
618,5846,yelling at my mom to stop blaming my brother for our lost dog,-1
619,5850,"not helping my brother, even though I could've done easily",-1
620,5845,telling the counselor,0
621,3651,telling my sister it's for the best,1
622,3649,not backing up my mom,0
623,3647,"seeing my boyfriends messages saying he doesn't love me, whe he won't tell me himself",0
624,3650,wanting to go to work sooner against my parents wishes,0
625,3654,kicking my cheating roommate out of my house,0
626,3656,not paying for my friend's food,0
627,3648,wanting my in-laws to be independent,0
628,3644,cutting all co tact with my mother,-1
629,5871,scolding my mother for being so messy,-1
630,5866,telling my mom that I thought she was going to pass all her jewelry to me one day,0
631,5874,expressing my financial concerns for my gf's father,-1
632,5869,not wanting to be around homeless people,-1
633,5864,telling my roommate to sublet her room,0
634,5868,going on vacation with dads ex,-1
635,5873,refusing to lend my parents money when they have helped me,-1
636,5865,confronting my mom for inviting people to my birthday without my permission,-1
637,8180,possibly getting the old lady upstairs dogs taken away,1
638,8181,not going to my mom's birthday,-1
639,8179,kicking a guy in hypoglycemia out of my car,-1
640,8173,having no sympathy for the death of my brother's childhood friend and refusing to console him,-1
641,8176,keeping my parents from tracking my phone,-1
642,8182,telling my gf that I'd break up with her if she got the tattoos and piercings she really wants to get,-1
643,8183,not wanting to stay at my moms house,-1
644,8172,continuing to work at McDondald's even though my parents paid for school up through masters degree,0
645,5884,being annoyed at my gf for cutting my beard too short,-1
646,5879,helping my one friend realize she didn't want to hookup with another friend,-1
647,5883,ending a 3 year friendship with no explanation,-1
648,8184,"listening to an NPC talking about an important plot point in RDR2 and then a dog started barking very loud and I couldn't hear the NPC, I even tired to pet him to make it stop but it didnt help so I shot it",-1
649,8189,reminding my mum she told me she hates me,-1
650,8188,lashing out a friend after giving me a place to stay,-1
651,8192,questioning my friendship with my best friend,0
652,8190,not wanting my girlfriend to go out to eat alone with another man,0
